station_code,station_lat,station_lon,input_source,query_radius_km,api_version,vs30_mps,vs30_valid,vs30_source,vs30_mesh_code,vs30_jcode,vs30_query_distance_km,arv,status,error,api_url
AKTH07,40.4563,140.8395,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,6040564733,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.83950000%2C40.45630000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH08,40.3188,140.2341,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,459.2,1,j-shis_meshsearch_avs,6040318823,3,,0.89,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.23410000%2C40.31880000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH09,40.2755,140.4596,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,448.6,1,j-shis_meshsearch_avs,6040333622,8,,0.91,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.45960000%2C40.27550000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH12,39.9155,140.2221,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,494.0,1,j-shis_meshsearch_avs,5940619744,8,,0.84,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.22210000%2C39.91550000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH13,39.9819,140.4072,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,494.1,1,j-shis_meshsearch_avs,5940737243,8,,0.84,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.40720000%2C39.98190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH14,40.0622,140.8084,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,443.1,1,j-shis_meshsearch_avs,6040067423,10,,0.92,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.80840000%2C40.06220000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH16,39.545,140.3481,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,421.8,1,j-shis_meshsearch_avs,5940225724,8,,0.96,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.34810000%2C39.54500000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH17,39.5575,140.6116,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,344.5,1,j-shis_meshsearch_avs,5940246844,11,,1.14,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.61160000%2C39.55750000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH18,39.3548,140.3869,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,435.7,1,j-shis_meshsearch_avs,5940032042,3,,0.93,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.38690000%2C39.35480000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AKTH19,39.1913,140.471,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,329.2,1,j-shis_meshsearch_avs,5840632743,11,,1.18,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.47100000%2C39.19130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM001,41.5269,140.9246,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,431.1,1,j-shis_meshsearch_avs,6240273322,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.92460000%2C41.52690000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM002,41.328,140.8132,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,295.3,1,j-shis_meshsearch_avs,6140769513,10,,1.30,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.81320000%2C41.32800000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM003,41.4054,141.1699,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,6241018341,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.16990000%2C41.40540000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM004,41.4064,141.4477,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,286.0,1,j-shis_meshsearch_avs,6241038544,9,,1.33,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.44770000%2C41.40640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM005,41.2949,141.1972,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,239.1,1,j-shis_meshsearch_avs,6141715524,9,,1.55,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.19720000%2C41.29490000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM006,41.1976,140.9979,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,6140673942,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.99790000%2C41.19760000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM007,41.1689,141.3845,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,258.1,1,j-shis_meshsearch_avs,6141630024,9,,1.45,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.38450000%2C41.16890000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM008,41.0844,141.2554,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,194.5,1,j-shis_meshsearch_avs,6141520012,17,,1.85,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.25540000%2C41.08440000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM009,40.9658,141.373,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,333.6,1,j-shis_meshsearch_avs,6141325944,8,,1.17,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.37300000%2C40.96580000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM010,40.8724,141.1427,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,216.2,1,j-shis_meshsearch_avs,6141214132,9,,1.69,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.14270000%2C40.87240000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM011,40.6803,141.3669,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,270.4,1,j-shis_meshsearch_avs,6141021932,9,,1.40,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.36690000%2C40.68030000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM012,40.5127,141.488,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,246.9,1,j-shis_meshsearch_avs,6041631931,9,,1.51,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.48800000%2C40.51270000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM013,40.4126,141.2813,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,430.6,1,j-shis_meshsearch_avs,6041429241,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.28130000%2C40.41260000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM014,40.4472,140.9403,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,300.9,1,j-shis_meshsearch_avs,6040573531,5,,1.27,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.94030000%2C40.44720000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM015,40.4791,140.6268,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,384.6,1,j-shis_meshsearch_avs,6040557013,10,,1.03,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.62680000%2C40.47910000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM016,40.6021,140.4982,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,310.0,1,j-shis_meshsearch_avs,6040732924,8,,1.24,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.49820000%2C40.60210000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM017,40.6388,139.9295,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,424.3,1,j-shis_meshsearch_avs,6039776432,8,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.92950000%2C40.63880000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM018,40.7776,140.206,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,430.2,1,j-shis_meshsearch_avs,6140113614,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.20600000%2C40.77760000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM019,40.8152,140.447,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,157.5,1,j-shis_meshsearch_avs,6140137544,13,,2.21,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.44700000%2C40.81520000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM020,40.8194,140.7498,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,176.8,1,j-shis_meshsearch_avs,6140158924,15,,2.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.74980000%2C40.81940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM021,40.615,141.2083,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,318.3,1,j-shis_meshsearch_avs,6041713643,8,,1.21,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.20830000%2C40.61500000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM022,40.9923,140.9161,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,6140379312,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.91610000%2C40.99230000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM023,40.9664,140.4317,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,373.2,1,j-shis_meshsearch_avs,6140335443,8,,1.06,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.43170000%2C40.96640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM024,41.0473,140.6399,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,6140455131,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.63990000%2C41.04730000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM025,41.1797,140.4805,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,249.6,1,j-shis_meshsearch_avs,6140631832,10,,1.49,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.48050000%2C41.17970000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM026,41.128,140.3107,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,398.7,1,j-shis_meshsearch_avs,6140525424,8,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.31070000%2C41.12800000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM027,41.1457,140.8219,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,6140567524,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.82190000%2C41.14570000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM028,40.7004,140.919,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,289.7,1,j-shis_meshsearch_avs,6140074321,5,,1.32,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.91900000%2C40.70040000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOM029,40.5764,140.2968,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,491.2,1,j-shis_meshsearch_avs,6040629321,8,,0.84,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.29680000%2C40.57640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH01,41.5273,140.9127,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,386.5,1,j-shis_meshsearch_avs,6240273313,8,,1.03,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.91270000%2C41.52730000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH05,40.8564,141.1033,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,293.0,1,j-shis_meshsearch_avs,6141202834,9,,1.30,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.10330000%2C40.85640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH06,40.9664,141.3738,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,333.6,1,j-shis_meshsearch_avs,6141325944,8,,1.17,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.37380000%2C40.96640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH07,40.7451,140.0233,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,429.1,1,j-shis_meshsearch_avs,6140009124,8,,0.94,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.02330000%2C40.74510000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH09,40.6199,140.3499,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,293.3,1,j-shis_meshsearch_avs,6040724724,5,,1.30,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.34990000%2C40.61990000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH10,40.6091,140.6646,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,475.4,1,j-shis_meshsearch_avs,6040753311,8,,0.86,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.66460000%2C40.60910000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH11,40.58,140.995,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,405.6,1,j-shis_meshsearch_avs,6040679941,6,,0.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.99500000%2C40.58000000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH12,40.5846,141.1547,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,331.6,1,j-shis_meshsearch_avs,6041710212,8,,1.17,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.15470000%2C40.58460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH13,40.5794,141.4451,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,201.8,1,j-shis_meshsearch_avs,6041639541,12,,1.79,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.44510000%2C40.57940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH15,40.4841,140.5565,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,398.8,1,j-shis_meshsearch_avs,6040548421,10,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.55650000%2C40.48410000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH16,40.4624,141.0923,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,316.6,1,j-shis_meshsearch_avs,6041505714,5,,1.22,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.09230000%2C40.46240000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH17,40.4492,141.3374,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,494.7,1,j-shis_meshsearch_avs,6041523644,3,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.33740000%2C40.44920000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
AOMH18,40.2962,141.0145,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,6041305131,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=141.01450000%2C40.29620000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB001,35.9571,139.8731,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,223.7,1,j-shis_meshsearch_avs,5339764944,9,,1.64,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.87310000%2C35.95710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB002,35.7871,139.9024,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,265.2,1,j-shis_meshsearch_avs,5339574213,16,,1.42,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.90240000%2C35.78710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB003,35.7926,140.0577,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,216.1,1,j-shis_meshsearch_avs,5340505421,9,,1.69,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.05770000%2C35.79260000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB004,35.8889,140.4903,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,264.1,1,j-shis_meshsearch_avs,5340636931,9,,1.42,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.49030000%2C35.88890000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB005,35.7353,140.8271,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,290.2,1,j-shis_meshsearch_avs,5340468611,16,,1.31,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.82710000%2C35.73530000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB006,35.779,140.3073,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,240.7,1,j-shis_meshsearch_avs,5340523423,9,,1.54,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.30730000%2C35.77900000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB007,35.7237,140.2246,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,263.0,1,j-shis_meshsearch_avs,5340416744,9,,1.43,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.22460000%2C35.72370000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB008,35.6556,139.9027,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,152.5,1,j-shis_meshsearch_avs,5339378231,19,,2.27,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.90270000%2C35.65560000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
CHB009,35.5871,140.2378,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,282.8,1,j-shis_meshsearch_avs,5340310913,9,,1.34,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=140.23780000%2C35.58710000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
