year,event_id,failure_category,last_error
2000,20000612045700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000613015400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000613064400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000613152900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000618100300,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000620131500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000622203600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000623172600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000625153400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000625162400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000629153000,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000701053400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000701160200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000703050300,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000703143700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000703222400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000705081600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000706130900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000709035700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
